Type,Age,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Fee,Description,AdoptionSpeed,Images,Breed
Cat,24.0,Female,Black,White,Unknown,Medium,No,Yes,Yes,Yes,Healthy,0.0,"I rescued this cat from Jalan Bukit Pantai, Bangsar last week. She was injured badly but now miraculously recovered FULLY. The thought of just sending her back to the same street gives me a sinking feeling. I desperately need a good home for this cutie pie. She really is a good and well behaved cat. She even does the whole ""kneading"" thing with her paws which is very adorable. Please, please, please adopt her. You may call/message",4.0,418e88441-2.jpg,Domestic_Medium_Hair
Cat,2.0,Female,Gray,Unknown,Unknown,Small,Yes,Unknown,Unknown,No,Healthy,0.0,Cola was found in the engine of my car. Estimated to be about 5 weeks old. Able to eat wet n dry kibbles on her own. Looking for serious adopter who is committed to look after her and provide her with a permanent loving home. Adopter must spay her when of age and to keep her indoors. Foreigners and students staying out of home will NOT be considered. Preference to family with kids.,1.0,acb802c0c-1.jpg,Siamese
Cat,5.0,Male,Golden,White,Unknown,Large,No,Unknown,Yes,No,Healthy,0.0,"Omari is a well behaved house cat with soft fluffy white golden hair and bunny tail. Love pampering, purring and laying down the instance you stroke his neck. Love to chase flying insects or lounge on a stool. Scared of strangers, will hide in a corner or under the sofa. He love to be the only cat in the house. We have other kittens to take care so need a home that can make him the only pet.",3.0,0deeed2d9-1.jpg,Domestic_Medium_Hair
Dog,12.0,Male,Golden,Unknown,Unknown,Medium,Yes,No,Yes,No,Healthy,0.0,"Since Nov 14 I saw a furry kid has skin problems hair lost, and then I decided to help him and provide medicine and food to eat . After two weeks the furry kid skin look getting better and grow 95% hair back . Every morning the owner of the shop at town will try to kick the furry kid away, poor furry kid have no place to go sometime just stand in the middle of the road or just hide under the vehicle to rest. And furry kid is new coming to the town, here have other stray dog I’m worry they will fight and also worry one day city council will come to catch them and kill him . The furry kid behaved very playful, before that he was afraid that he would flee approaching strangers, I try use food to approach him and feed him, I try to touch him then he slowly accept me and let me touch him. Now every night when he heard the familiar sound of my car he will run over to me, he knows is time for his dinner and the happiness moment. Then I'll try to take a few minutes to play with him, he was very happy and running and jumping around me. When we want to leave him he will try to chase on behind us then stop look at us until we leave, because I have rescue and adopted five stray dog now, if not I will give him a warm home. He really needs a warm home now, if you are interested, please let me know and contact me. Thank you. Location Perak Slim River 在年，我看到一个毛茸茸的孩子有皮肤问题和脱毛，然后我决定帮助毛孩给一些药和食物它吃。两周后的毛孩子的皮肤看起来越来越好毛也长出了95％了。每天早上街上开店的店主怕它会影响客人会尝试赶毛孩走，可怜的毛孩子无处可去有时还站在马路中间，或在车底下隐藏和休息。毛孩子是新来这个镇，这里有其他的流浪狗我很担心他们会打架和担心有1天市议会会来赶他们杀了他。毛孩子很乖很好也很爱玩，在这之前他是很怕接近陌生人他会逃离，我尝试用食物来接近他喂他试图去摸他。然后他慢慢接受我让我摸他，现在每天晚上当他听到熟悉的车声音他会跑过来，他知道这时候是他的晚餐和幸福的时刻了。我会和他玩几分钟他很高兴周围跑来跑去，当我们要离开时他会追在我们后面之后停下来看着我们直到我们离开。因为我家现在有5个流浪狗了，如果不是我会给他一个温暖的家。他现在真的需要一个温暖的家，如果你有兴趣请让我知道联络我。 谢谢 Location Perak Slim River",4.0,fc63194d1-4.jpg,Mixed_Breed
Cat,10.0,Male,Black,Unknown,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,100.0,":friendly with people.likes to scratch at bum,and likes to run around.",4.0,7942a5180-1.jpg,Domestic_Short_Hair
Cat,6.0,Female,Gray,White,Unknown,Small,Yes,No,Yes,No,Healthy,0.0,very pretty colour,3.0,d353746a5-3.jpg,Domestic_Short_Hair
Dog,24.0,Female,Black,Brown,Unknown,Medium,No,Yes,Yes,Yes,Healthy,250.0,"Subang was rescued from Puchong dogpound together with 5 of her pups. None of her pups survived. She is a sherperd mixed. She is extremely loyal to the aunties who feed her daily. She can be very obedient & makes a good watch dog if you are willing to train her. She has been spayed. Adopters must shower her with TLC as she definitely deserve an awesome home! For more info, email us at: Spread the ♥, Share the link =) Help more furrizens in the shelter go to AWESOME home! Blog : LIKE us on Facebook :",4.0,bda2d149e-9.jpg,Belgian_Shepherd_Malinois
Dog,2.0,Female,Brown,Cream,White,Small,Yes,No,Yes,No,Healthy,0.0,"She will poo at the same place, lovely, and active ! Love hands clapping sounds, the cute part is she love to chase her own little tail ! ^^ For those who are keen and interested in adopting her, please do contact Elaine Phua - or me - Location - Kampar, Perak. *Transport is not provided.",2.0,2c7a8ea18-4.jpg,Mixed_Breed
Cat,1.0,Male,Brown,White,Unknown,Small,Yes,No,No,No,Healthy,0.0,Saya ambil anak kucing terbiar ni di hadapan sebuah kedai. Keadaan sihat. Delivery boleh diuruskan sekitar kawasan lembah klang (boleh runding). Whatsapp saya di,4.0,d092253a0-4.jpg,Domestic_Short_Hair
Dog,2.0,Male,Black,White,Unknown,Medium,No,No,Yes,No,Healthy,0.0,"Name of Pet: A1 Age: 2 months Breed: Mixed/Mongrel Gender: Male Location: Butterworth, Penang Contact: Tan () Email: mddb.",2.0,ae5f13659-1.jpg,Mixed_Breed
Dog,2.0,Female,White,Unknown,Unknown,Small,No,No,No,No,Healthy,0.0,Rescued by Ms Rebecca on 4/4/18. Female-2 1/2mths+. Adopter need to vaccine+deworm her after adoption. Open for Malaysian citizen only. Kindly whatsapp or SMS to me at if u are interested to adopt. 🙏Adopted by Nanteni Liew from KL on 8/4/18,1.0,b99644a34-2.jpg,Mixed_Breed
Dog,11.0,Male,Black,White,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,0.0,"Cooper and his two sisters were rescued from a parking lot in Ara Damansara early this year. He was just a tiny cuddly 2 month old pup then and absolutely irresistible. Even at that young age he showed his potential. He was well-behaved, toilet-trained, intelligent, and affectionate. Everything a puppy should be. An elderly gentleman fell in love with Coops. We were worried that a puppy's exuberant energy might be too much for a senior citizen to handle but we were convinced otherwise by their devotion to each other. Unfortunately this happy ending was not meant to last forever. Coops elderly adopter can no longer cope with his strong teenage dog. We hope to find Cooper a new home with someone who will love him just as much! He is a very alert dog and knows basic commands in mandarin, cantonese, and english!! He knows how to sit, shake hands with his right paw and then his left paw. He's also housebroken and will only relieve himself during his morning and evening walks. Cooper needs a lot of exercise and space to run around in. He absolutely must NOT be tied up or caged. This would drive him crazy. He is very energetic. He also craves attention and human companionship. He'd love it if someone could play with him often. He is definitely man's best friend. Right now he weighs about 20 kilos and has been recently neutered. He is a healthy, inquisitive boy and doesn't display any aggressive behavior towards other dogs. He is eager to make friends. Cooper is an ideal companion and a great watchdog. He's very alert and will bark if a stranger approaches. Interested parties may call, sms, or email me for more information. Serious inquiries only please. A brief introduction of yourself and your experience with dogs is much appreciated.",3.0,419d296e7-1.jpg,Mixed_Breed
Dog,8.0,Male,Black,Unknown,Unknown,Small,Unknown,Yes,Yes,Yes,Healthy,200.0,"Barker was rescued in my housing area, found barking at everyone in sight (probably out of fear). He's a very confident dog & is a great guard dog as well (being a spitz mixed), ie alerting you there are strangers nearby. He's got a beautiful shiny coat of long, soft hair. Loves to balance on his 2 feet & is very gentle to people who love him. He's a small eater, so won't break your bank.",3.0,a118d66aa-2.jpg,Spitz
Dog,1.0,Female,Black,Brown,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,"Their pregnant mother was dumped by her irresponsible owner at the roadside near some shops in Subang Jaya. Gave birth to them at the roadside. They are all healthy and adorable puppies. Already dewormed, vaccinated and ready to go to a home. No tying or caging for long hours as guard dogs. However, it is acceptable to cage or tie for precautionary purposes. Commitment to spay her is compulsory Interested to adopt pls call me.",3.0,50418fb29-5.jpg,Mixed_Breed
Cat,3.0,Male,Yellow,Cream,White,Small,No,No,No,Yes,Healthy,0.0,love to play,3.0,82b3d7fc6-4.jpg,Domestic_Medium_Hair
Cat,2.0,Male,Black,White,Unknown,Medium,Unknown,No,Yes,No,Healthy,600.0,"berminat boleh call saya,kitten sngat sihat dan aktif bermain dh pandai mkn sendiri sapa cepat dia dapat thnks for view",2.0,08428917f-3.jpg,Persian
Dog,2.0,Female,Cream,Unknown,Unknown,Medium,Yes,No,Yes,No,Healthy,0.0,"Jessi's mom is a miniature pinscher. She is cream color, friendly and playful.She has light green eyes. Adopter must vaccinate and spay her. Please call if interested.",3.0,5407c6e1a-3.jpg,Miniature_Pinscher
Dog,41.0,Female,Black,Cream,Unknown,Medium,No,Yes,Yes,Unknown,Healthy,100.0,Suzie is quiet dog who loves a nice hug.,4.0,f068b8fdd-1.jpg,Mixed_Breed
Dog,3.0,Female,Black,Unknown,Unknown,Medium,Yes,No,Yes,No,Healthy,0.0,This manja girl is is need of a good home. All her siblings got adopted.she is super sweet....likes to be indoors...gets along well with other dogs. Pls call or. Small to medium size with a curly tail.,4.0,36b57b1ee-1.jpg,Mixed_Breed
Cat,2.0,Female,Black,Brown,White,Medium,No,Yes,Yes,No,Healthy,10.0,"Prosperity Kitty is my name, being super cute is my game! I was rescued when a kind human noticed my frightened little self attempting to cross the road. I am very healthy thankfully and looking for a loving home. This darling of a kitten is vaccinated and ready for your love! Please open your heart and home to experience friendship and companionship. Upon adoption, we will be happy to cover any spaying costs once kitty is old enough. Your kindness is most appreciated and we are sure, she will bring joy, happiness, luck and prosperity to anyone who opens their heart to her!!",4.0,e4eb08c79-1.jpg,Domestic_Medium_Hair
Cat,24.0,Male,Brown,Cream,Unknown,Medium,No,Yes,Yes,Yes,Healthy,150.0,He has his own character and loves to relax and unwind.,4.0,ab8386c6d-1.jpg,Siamese
Cat,4.0,Male,Black,White,Unknown,Large,Yes,Yes,Yes,No,Healthy,0.0,"Found Shwun stuck on a divider on Federal Highway one afternoon, rescued him, took him to vet for checkups, deworming and vaccinations, now awaiting right age to neuter him. He is black and white with a moustache, short hair and a very bobbed tail. He has excellent personality, playful, friendly, gentle, looks you in the eye when you talk to him, litter trained and loves kibbles. He also gets along well with adult cats. He is on Blackwood now. Looking for loving home, preferably with kids who are gentle and kind to kittens. He has been through a lot and we truly hope he can have a good life ahead with a kind family.",4.0,a977f3331-4.jpg,Tuxedo
Cat,4.0,Male,Black,Brown,Unknown,Small,Yes,Yes,Yes,No,Healthy,200.0,"Adoption fee includes the basic medical expenses of the animal : neutering + 3 vaccinations. Tarzan is a naughty naughty kitten who thinks that he's really a Tarzan. One day he appeared on top of a tree which is just right in front of our house, meowing loudly seeking for help as he did not know how to get down. He came from nowhere and we can't find any other cats at the surrounding. We rescued him down and since then we named him Tarzan. Tarzan is very playful and energetic, we think that he treat our house like his jungle :p He's friendly with other cats and love to play with friends most of the time. Interested to adopt? Please kindly read our requirements: - Always keep cat indoor all the time - Agree to bring him for yearly vaccination - Provide balanced meals and fresh water all the time - Allow for home visit - Love and treat him like your own precious family members Please give a home to Tarzan ♥",4.0,239047f66-6.jpg,Tabby
Dog,5.0,Female,Brown,Golden,Unknown,Medium,No,No,Yes,No,Healthy,0.0,"I found Drew in a really deep drain and rescued her from the drain. I took her back, gave her some food and nurse her back to her current state. I took her to the vet, who dewormed her and got rid of her fleas. I've been taking care of Drew for 2 weeks, but due to my current situation, am unable to adopt her myself. She's very active and am always wanting to play when you see her. She's a little shy at the beginning, but once she recognizes you, she'll be greeting you with licks and hops when she sees you :) I need to find Drew a good home. Please adopt this adorable cutsie pie!",4.0,10516f3c6-5.jpg,Mixed_Breed
Cat,24.0,Male,Cream,Unknown,Unknown,Small,Yes,Yes,Yes,Yes,Healthy,500.0,ManChester is just so amazing... Call me asap if ur interested.. this goes out to a pet lover.,4.0,2e1e8bbe3-1.jpg,Snowshoe
Dog,2.0,Female,Black,Cream,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,"Mickey was found in a condo car park when she was only a few days old. She is now 7 weeks of age. A very adorable, active and playful pup. Can be fierce and protective of her fosterer too even at this young age. No tying up or caging please. Adopter must be willing to sterilize her. Call Siew Fun.",2.0,ad5692ee7-6.jpg,Mixed_Breed
Dog,2.0,Male,Black,White,Unknown,Medium,Yes,No,No,No,Healthy,0.0,"Tooter was found by a friend of mine in Rawang. He is an adorable puppy, very active and alert. Will sit by your side. From the size of his paw, he may grow to be medium to large size at maturity. Vaccination and neutering are compulsory. No tying up or caging unless necessary for short periods. Please call if interested.",1.0,35cc85250-1.jpg,Terrier
Dog,36.0,Male,Cream,White,Unknown,Large,No,Yes,Unknown,Unknown,Healthy,0.0,I am here to look for dog lovers out there that would adopt this sweet little doggie and wish we could find him a new and warm home. Kindly inbox me if you are interested to adopt.,4.0,1bf044649-1.jpg,Mixed_Breed
Dog,4.0,Female,Brown,White,Unknown,Medium,No,No,No,No,Healthy,0.0,puppy is rescued dog and looking for good home and family.She is very friendly dog and she is still very young and need love.,4.0,dbfb1869f-1.jpg,Mixed_Breed
Cat,1.0,Male,Black,White,Unknown,Small,Yes,No,No,No,Healthy,0.0,I have found this kitten behind my house. He friendly and love to play. toilet trained too. Please help to give it new home. It free of charge provided the person must take good care of it. I m from KLang anything sms or call me.,1.0,2a9be9456-3.jpg,Domestic_Short_Hair
Dog,48.0,Female,Cream,White,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,100.0,"Poby is a very easy n clean dog. She is easily trained and an excellent watchdog. She is friendly and always try to please her owner. She's vaccinated, Dewormed and spayed.",4.0,f0c26af32-1.jpg,Mixed_Breed
Dog,24.0,Female,White,Unknown,Unknown,Large,No,Yes,Yes,No,Healthy,0.0,"About The Pet Breed: Mix breeds Location: Bukit Jalil / Sri Petaling / Bandar Kinrara / Serdang / Sri Kembangan or any convenient places. Contact number: - ( If I do not pick up your phone calls, please do sms me and I'll reply back asap ) Reason for adoption/ Message for interested parties: I have 3 adult dogs to be taken of. Let me know if anyone is kindly to adopt this adult female dog, thanks.",4.0,e2cf62da9-1.jpg,Mixed_Breed
Dog,5.0,Male,Brown,Unknown,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,Little Choco Boy was found lingering around on the street. He was very terrified when the rescuer found him. Now he is been rescued from the street for almost a week. He is starting to gain back some confident and we believe he can be a very loyal and loving companion dog.,2.0,f08275fdc-3.jpg,Mixed_Breed
Cat,5.0,Male,Gray,White,Unknown,Small,Yes,Yes,Yes,Unknown,Healthy,0.0,"Found XiaoMi in the apartment compound, mewing weakly at me with little strength. Fed him food and water everyday since then. XiaoMi has regained his strength and now a active cat :) He has his first vaccine today with de-worm and anti-fleas spot on. XiaoMi needs a safe home and a kind master as he lives under the bush now. At times there are bigger stray cat around the area who attack him. I hope I can find XiaoMi a home so that he can live happily under a safe environment.",4.0,95b0b4cd9-2.jpg,Domestic_Short_Hair
Dog,2.0,Male,Black,Brown,White,Medium,No,Yes,Yes,No,Healthy,0.0,currently with me,1.0,701c5afba-1.jpg,Mixed_Breed
Cat,3.0,Male,Golden,Yellow,Unknown,Medium,Yes,No,No,No,Healthy,0.0,Very cute & hyperactive... Love to be cuddle... Now he much more handsome as I already bath him several times... Toilet train & eat soft kibbles... Please adopt him so I can rescue more cats in future...,1.0,25c1c662b-1.jpg,Domestic_Short_Hair
Cat,3.0,Female,Black,Yellow,White,Medium,Yes,No,Yes,No,Healthy,0.0,"Free Kitten Adopt.. very active gal Age: 3 to 4 months Gender: Female, Color: Calico Area: Damansara Perdana Food: Orijen & Acana and home made wet food Please Whatsapp TQ",1.0,cdfa0548e-1.jpg,Domestic_Short_Hair
Cat,15.0,Female,Gray,Unknown,Unknown,Medium,Yes,Yes,Yes,No,Healthy,10.0,"Looking for a SERIOUS adopter for Omey. The adoption fee only for registration and will be return back. Feel free to whatapps me. * She is mixed siamese and Domestic Short Hair * Diet - Canned Food Mackerel Fussie Cat + kibbles Blackwood (Chicken and Corn) * She is litter trained, but you may need to train her in the new home. * For adopter who never have cat, i will guide you thoroughly and repacked kibbles will be given for free.",3.0,c273ffe1e-4.jpg,Siamese
Cat,3.0,Male,Black,Brown,Gray,Medium,No,No,Yes,No,Healthy,0.0,"This is Billy Bob, who like many others before him, found the way to our door. It was pouring with rain when we heard his pitiful miaow and we we went out to investigate, we found him in the drain. He is a really beautiful cat and is very friendly and playful. He knows how to use a litter tray and loves to be cuddled and played with. I hope you can give him the home he deserves. If we didn't already have seven other cats, we would certainly keep him.",2.0,81573a25f-4.jpg,Domestic_Medium_Hair
Dog,2.0,Female,Brown,Unknown,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,"Milo went missing after a week with her new adoptive family. Only 3 months old, light brown coat. Missing from Jalan Kiara, Bandar Botanic, Klang. Please call Su at if you've seen her.",3.0,375905770-3.jpg,Unknown
Cat,1.0,Male,Gray,Unknown,Unknown,Small,No,No,Yes,No,Healthy,0.0,"He is a cute and fluffy kitten. He is very sweet, clean, groomed, and dewormed. He needs a home asap. Thanks",4.0,0f38033e1-2.jpg,Domestic_Medium_Hair
Dog,24.0,Female,Yellow,Unknown,Unknown,Small,No,Yes,Yes,Yes,Healthy,300.0,"Hello People! My name is Princess. Princess in name, but not by nature. I'm sweet, adorable, very well behaved and totally awesomely super lovable :-) I'm looking for a new owner (no idea what happen to the previous one) and ready to start a happy forever life with a new family. I'm picturing sharing a family life with lots of hugs, cuddles, pets, plays, treats and the odd pampering with a pedicure and grooming. Please contact my friend Simon if you're serious about providing me a forever home (not like my previous owners!). Looking forward to hearing from you! Love and peace people! Princess.",4.0,f665c5189-1.jpg,Spaniel
Dog,12.0,Female,Black,White,Unknown,Medium,Unknown,Unknown,Unknown,Unknown,Minor Injury,0.0,"We rescued her from a park in USJ2. It had been raining heavily nonstop when we discovered her by chance. She was very weak, starving, cold and most probably she barely had strength to move but when we tried to help her she responded with a domesticated attitude. We brought her home from the rain because we know she would die if we didn't help. when we brought her home she responded quite affectionate. However she wasn't very active cause she was still very tired and also had a slight limp. She looks like she is a american eskimo although I doubt she is a pure breed. When we found her she wasn't smelly even. when she was fully soaked. Which lead us to conclude that she hasn't been homeless for more than 5 days. We have asked around the neighbourhood to try to find the owner, however we feel that she was abandoned. Our situation dosnt allow us to permanently adopt her since we are students with a very limited income. As well as we are already caring for a beautiful dog who we rescued 3 years ago. She already seems well mannered and obeys when prompted to sit. The only negative we noticed is that she guards her food with an attitude. We think this is because she may had had to defend for her self when she was out on the street. Additionally she got along fine with our dog after the initial excitement of being introduced. Watsapp me if you're interested. Thanks",4.0,fc7b01af6-1.jpg,Mixed_Breed
Cat,12.0,Female,Black,Brown,Unknown,Small,No,Yes,Yes,Yes,Healthy,200.0,Personality:likes to run around and be with other cats.Friendly people when she alone.,4.0,8dccbb182-1.jpg,Domestic_Medium_Hair
Cat,30.0,Male,Cream,Unknown,Unknown,Extra Large,No,Yes,Yes,Yes,Healthy,0.0,"This pet was fostered to me by the owner who was moving away. He is very affectionate, loves hugs and cuddles. He is a one person cat and will not share. Very big for a local cat he is in perfect form, long tail, slightly two toned pale yellow beige colouring. Potty trained, loves playing ropes, follows or runs after you. He might take to sleeping in your bed (he sleeps in mine and wakes me up with kisses). He is a lovely cat and needs an equally loving human to care for him.",3.0,1aa8ed8dc-3.jpg,Tabby
Dog,2.0,Female,Black,Brown,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,0.0,She was dumped together with the other two siblings by some 1 in a car in front of a restaurant.Very intelligent even at such a young age. She knows how to guard the restaurant when they closed the shop. She knows how to hide in a secure place when we try to catch her. But she trusted the workers who fed them. She come forward when called by them or else it wasn't easy for us to save them. Hope to get them a home instead of becoming strays by the irresponsible human who didn't spay their mum and give birth to them. No tying for caging for long hour except for precautionary purposes. Commitment to spay her is compulsory. Serious adopter pls call or sms me,3.0,537b5f09b-3.jpg,Mixed_Breed
Dog,1.0,Male,Black,White,Unknown,Medium,No,Yes,Yes,Unknown,Healthy,10.0,Maja is a quiet and well behave boy. He is not choosy at food and human friendly. Thank you,4.0,f743a63aa-1.jpg,Mixed_Breed
Cat,1.0,Male,Black,White,Unknown,Small,No,No,No,No,Healthy,0.0,"stray kitten together with 4 other siblings. need to be adopted in pairs. just so that they all have friends to play with. healthy, playful, active. gender & age not sure.",2.0,33db028cb-1.jpg,Domestic_Medium_Hair
Dog,1.0,Male,Cream,Unknown,Unknown,Medium,No,No,Yes,No,Healthy,0.0,Dog 4 Adoption,2.0,814740bc3-1.jpg,Mixed_Breed
Dog,1.0,Female,Brown,Unknown,Unknown,Medium,Yes,No,No,No,Healthy,0.0,Pretty little cutie up for adoption! Please call Melissa at to adopt :) For more details visit Cherishlife Home on Facebook.,4.0,77bff1468-1.jpg,Mixed_Breed
Dog,3.0,Male,Black,White,Unknown,Medium,No,Yes,Yes,No,Healthy,0.0,For Adoption,1.0,85d242c14-5.jpg,Mixed_Breed
Cat,2.0,Female,Black,White,Unknown,Medium,Yes,No,Yes,No,Healthy,0.0,"This kitty is up for adoption. Her name is Harriot Purr. About 5-6 weeks old. Found her in a car park. Dewormed. Is healthy, active and hyper! Also good with dogs! She is also litter trained!!! Adoption location Selayang & Damansara Perdana Please contact me or share this link if u cant adopt! :)",2.0,29ffe21fe-1.jpg,Domestic_Short_Hair
Cat,2.0,Female,Black,Yellow,White,Medium,Yes,No,Yes,No,Healthy,0.0,"I found Kira very weak and dehydrated near a car tyre at a parking lot. She was admitted and treated. Now she is a healthy, active kitten. She is litter tray trained. We are looking for someone to adopt her as we have too many cats. We prefer to give her up to a working Malaysian, no students. We are looking for someone who will vaccinate and neuter her and also take her for regular vet checks. She needs to be kept indoors, as she is very young. She is very good with our cats. Keeping a cat is a commitment for about 15 years and they are children that never grow up and it isn't cheap to keep a pet. Only for serious adopters.",2.0,57785dbb8-3.jpg,Domestic_Short_Hair
Dog,2.0,Female,Brown,Golden,Unknown,Medium,No,Yes,Yes,No,Healthy,100.0,"I adopted her but due to family issues and moving to a condo I need to find a new loving home for her. She is very cute and quiet. Play when she wakes up after her short naps. Her name is Bella I love her so much, and I hope to find a good home for her.",4.0,d77a66a2f-4.jpg,Mixed_Breed
Cat,3.0,Male,Yellow,Unknown,Unknown,Small,Yes,No,Yes,No,Healthy,0.0,"Gapil is taken from the name Garfield, because he owns the same colour as the cat, Garfield. Gapil is our rescued cat too. We took him home when he was just as big as our palm. (Picture attached) We saved him from a deep drain in our neighbourhood. He was crying for help, and the people nearby told us that he has been meow-ing for help for two days, but they did nothing. Luckily we were around to help him out, and rescue him. Brought him home, bottle feed him with goat milk (for kittens). Very obedient cat and really loves to lick his paw! Please adopt this cutie cat. He is very playful and loves to play with ropes and cat toys. Friendly to new or stranger cats. Easy to make friends. Honestly, he is. Cat litter and woody pet trained If u want to adopt him, we would like to you to provide us with 2 bags of pine wood brand FIDO (worth RM 20 each) for an adoption fee. (it is to be used to our other rescued stray cats). We don't accept cash. IF UR INTERESTED: Kindly contact us at (W/App Only) Or at (Call and SMS only) Can address me as Farah. Please WhatsApp me for me pictures of him (latest ones). TQ We hope that you can be the new family for him. TQ P/s No delivery No free cage or carrier for adopter Please come to our house to survey him first, and only if ur interested, you can bring him home! :)",1.0,c18678ce5-1.jpg,Domestic_Short_Hair
Dog,3.0,Male,Black,White,Unknown,Medium,No,Yes,Yes,No,Healthy,0.0,Dog 4 Adoption,2.0,68071559c-4.jpg,Mixed_Breed
Cat,3.0,Female,Gray,Unknown,Unknown,Small,Yes,Yes,Yes,No,Healthy,150.0,"Adorable kitten! Very playfull, friendly to everyone. Carrier and litter box will be given.",4.0,3141b7931-3.jpg,Domestic_Short_Hair
Cat,2.0,Male,Cream,Gray,Unknown,Small,No,Unknown,Unknown,Unknown,Healthy,0.0,it's was found beside a highway divider at on of damansara road. it's gray in colour. body have long fur with head short fur. it's have a soft blue eyes.,1.0,442822be3-2.jpg,Siamese
Dog,2.0,Female,Black,Brown,Unknown,Medium,No,Yes,Yes,No,Healthy,0.0,No tying or caging for long hours except for precautionary purposes. Commitment to spay her is compulsory Interested to adopt pls call ,3.0,c4bcfbb1c-2.jpg,Mixed_Breed
Dog,2.0,Male,Brown,Cream,Unknown,Medium,No,Yes,Yes,No,Healthy,0.0,"I found him by the road side, thin and with severe skin condition. That was 3 weeks ago, now he is a happy, cute and healthy growing puppy. He is very playful but smart. I can't keep him as I already have 2 dogs. He has put on weight since coming home from the vet. I'm in the process of housebreaking him now. He is okay but makes mistakes sometimes. He can respondse to sit command already.",2.0,f13821512-3.jpg,Mixed_Breed
Dog,2.0,Male,Black,Brown,Unknown,Medium,Yes,No,Yes,No,Healthy,0.0,"I have a cure, lovable and active Male puppy who is in need of a loving home. I cant keep him as i have 2 bigger dogs who are not fond of puppies. Please help me find a nice owner. Tq.",4.0,99daba941-1.jpg,Mixed_Breed
Cat,2.0,Female,White,Unknown,Unknown,Medium,Yes,No,No,No,Healthy,0.0,Domestic short hair with blue eye kitten+white fur-less than 2 mths. not yet vaccine+deworm. give her a sweet home,1.0,0820696a3-2.jpg,Domestic_Short_Hair
Dog,6.0,Male,Brown,Cream,White,Medium,Yes,Yes,Yes,No,Healthy,0.0,"Toby was found in a local pound starving to death, we took him in and nursed him into a healthy little strong boy. He has amazing strength and a healthy appetite. Toby will be an excellent guard dog, he's a rare mix of jack russell and beagle. And he's very obedient. • Vaccinated and de-wormed • Trained to sit. • Trained to come. • And leashed trained.",3.0,bd37ccdd5-2.jpg,Jack_Russell_Terrier
Dog,1.0,Female,Brown,White,Unknown,Medium,No,No,No,No,Healthy,0.0,this pretty girl was found underneath a bus in Klang Jaya together with her brother () and sisters (). Lester Jenny will you adopt them? more available dogs for adoption: Hope - Jill - Joli - Moo -,2.0,c763886a6-4.jpg,Mixed_Breed
Dog,108.0,Female,Gray,White,Unknown,Small,No,Yes,Yes,Yes,Healthy,200.0,Susie was found at Damansara Perdana. Couldn't track her owner. She has a microchip that showed she is 9 years old. Still healthy and active dog. Indoor living only. Please call if you can give her a good home,4.0,3daede547-2.jpg,Shih_Tzu
Dog,3.0,Female,Cream,Unknown,Unknown,Medium,Yes,No,Yes,No,Healthy,0.0,Puppies looking for responsible owner who will give them a good home. Please contact Jin at,1.0,08a9b6f29-1.jpg,Mixed_Breed
Cat,2.0,Female,Gray,Unknown,Unknown,Small,Yes,No,No,No,Healthy,0.0,Street cat need a home . Currently i hv 3 adult cat spayed. But i cannot rescue anymore. Please help me find hole for BABY. Location Damansara PJ,4.0,72d753384-1.jpg,Oriental_Short_Hair
Cat,18.0,Female,Brown,Unknown,Unknown,Medium,Yes,No,Yes,Yes,Healthy,200.0,"She is Brownie, named from her dark brown beautiful fur. She has been strayed at a new developed condo area for some times, hardly find food and not so safety. She has beautiful coat, soft and bright. ***The adoption fee is to TNR or rescue the other strays and to subsidy for spaying fee + foster & food & cat litter spending to the foster home.*** Character: She is a bit shy and quiet, but when she get used to your smell and the environment, she will be a very good girl who loves to be touched, staying at a place that she feel comfort and keep looking at you (like she need you so much). Some simple requires: 1. Keep her in house safely, not letting her go outside and face any dangerous from the street again. 2. Bring her for Vaccines required and willing to take care of her when she need any medical treatment. 3. Feed not-too-bad cat food (just to make sure she won't get kidney failure, diabetes, or any health problem too quick too easily because of bad food consuming..). 4. Willing to keep in touch with us, we will not keep track and chase her picture too frequent, but we hope you willing to update her recent status with us when we miss her :), and that's good we can be friend :) 5. Lastly, love her like your own child :) A big thanks to you, the future owner/family of Brownie.",2.0,8aa1e5830-3.jpg,Siamese
Cat,3.0,Male,Golden,Cream,Unknown,Medium,Yes,No,Yes,No,Healthy,0.0,Max has got to be the luckiest cat alive. We found him trying to cross a busy road when he was no more than 4-5 weeks old and brought him home. Last night we found him a new home and I'm sure he'll be a much loved pet. Thanks again Petfinder for this wonderful service,1.0,8ccb8778d-4.jpg,Domestic_Short_Hair
